modifie,par
"ARRETE — fixant la liste des membres du conseil scientifique et pédagogique de l'institut algérien de formation en génie nucléaire","ARRÊTÉ n° — modifiant l'arrêté du 24 Chaâbane 1443 correspondant au 27 mars 2022 fixant la liste des membres du conseil scientifique et pédagogique de l'institut algérien de formation en génie nucléaire"
"ARRETE — fixant la liste nominative des membres du conseil d'administration du centre national d'études et de recherche sur la résistance populaire, le mouvement national et la révolution du 1er novembre 1954","ARRÊTÉ n° — modifiant l'arrêté du 14 Ramadhan 1445 correspondant au 24 mars 2024 fixant la liste nominative des membres du conseil d'administration du centre national d'études et de recherche sur la résistance populaire, le mouvement national et la révolution du 1er novembre 1954"
"ARRETE — portant désignation des membres du conseil d'administration de Dar-Rahma de Hamla, wilaya de Batna","ARRÊTÉ n° — modifiant l'arrêté du 14 Dhou El Hidja 1443 correspondant au 13 juillet 2022 portant désignation des membres du conseil d'administration de Dar-Rahma de Hamla, wilaya de Batna"
"ARRETE INTERMINISTERIEL — fixant les modalités et les délais de conformité des terres mises en valeur","ARRÊTÉ INTERMINISTÉRIEL n° — modifiant l'arrêté interministériel du 5 Joumada El Oula 1444 correspondant au 29 novembre 2022 fixant les modalités et les délais de conformité des terres mises en valeur"
"DECRET PRESIDENTIEL n° 15-140 — portant création de circonscriptions administratives dans certaines wilayas et fixant les règles particulières qui leur sont liées","DECRET PRESIDENTIEL n° 25-91 — modifiant et complétant l'annexe du décret présidentiel n° 15-140 du 8 Chaâbane 1436 correspondant au 27 mai 2015 portant création de circonscriptions administratives dans certaines wilayas et fixant les règles particulières qui leur sont liées"
"DECRET EXECUTIF n° 91-306 — fixant la liste des communes animées par chaque chef de daïra","DECRET EXECUTIF n° 25-87 — modifiant et complétant le décret exécutif n° 91-306 du 24 août 1991 fixant la liste des communes animées par chaque chef de daïra"
"ARRETE — portant désignation des membres de la commission compétente chargée de l'étude des plans de projets hôteliers","ARRETE du 20 Rajab 1446 — modifiant l'arrêté du 24 Dhou El Kaâda 1444 correspondant au 13 juin 2023 portant désignation des membres de la commission compétente chargée de l'étude des plans de projets hôteliers"
"ARRETE INTERMINISTERIEL — portant organisation de la direction de la santé et de la population de wilaya","ARRETE INTERMINISTERIEL du 24 Chaâbane 1446 — complétant l'arrêté interministériel du 15 Moharram 1419 correspondant au 12 mai 1998 portant organisation de la direction de la santé et de la population de wilaya"
"ARRETE — portant désignation des membres de la commission nationale de recours préalable qualifiée en matière de sécurité sociale, créée au sein de la caisse nationale des assurances sociales des travailleurs salariés (CNAS)","ARRETE du 27 Rajab 1446 — modifiant l'arrêté du 26 Chaoual 1445 correspondant au 5 mai 2024 portant désignation des membres de la commission nationale de recours préalable qualifiée en matière de sécurité sociale, créée au sein de la caisse nationale des assurances sociales des travailleurs salariés (CNAS)"
"ARRETE — du 15 Moharram 1445 correspondant au 2 août 2023 fixant la liste nominative des membres du conseil d'administration de l'école nationale supérieure des sciences géodésiques et des techniques spatiales","ARRETE — modifiant l'arrêté du 15 Moharram 1445 correspondant au 2 août 2023 fixant la liste nominative des membres du conseil d'administration de l'école nationale supérieure des sciences géodésiques et des techniques spatiales"
"ARRETE — du 7 Moharram 1426 correspondant au 16 février 2005 portant création de la commission paritaire compétente à l'égard des corps des fonctionnaires de l'office national de lutte contre la drogue et la toxicomanie","ARRETE — modifiant l'arrêté du 15 Moharram 1445 correspondant au 2 août 2023 fixant la liste nominative des membres du conseil d'administration de l'école nationale supérieure des sciences géodésiques et des techniques spatiales"
"ARRETE — du 21 Dhou El Hidja 1443 correspondant au 20 juillet 2022 fixant la liste nominative des membres du conseil d'administration de l'institut algérien de la normalisation (IANOR)","ARRETE — modifiant l'arrêté du 21 Dhou El Hidja 1443 correspondant au 20 juillet 2022 fixant la liste nominative des membres du conseil d'administration de l'institut algérien de la normalisation (IANOR)"
"ARRETE — du 13 Safar 1442 correspondant au 1er octobre 2020 portant désignation des membres du conseil d'orientation et de surveillance de l'Algérienne des eaux","ARRETE — portant désignation des membres du conseil d'orientation et de surveillance de l'Algérienne des eaux"
"ARRETE — du 30 Ramadhan 1425 correspondant au 13 novembre 2004 fixant l'organisation et le fonctionnement de la commission permanente des eaux minérales naturelles et des eaux de source","ARRETE — modifiant l'arrêté du 30 Ramadhan 1425 correspondant au 13 novembre 2004 fixant l'organisation et le fonctionnement de la commission permanente des eaux minérales naturelles et des eaux de source"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-95 — fixant les attributions du ministre des sports"
"DECRET EXECUTIF n° 16-84 — fixant les attributions du ministre de la jeunesse et des sports","DECRET EXECUTIF n° 25-95 — fixant les attributions du ministre des sports"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-96 — portant organisation de l'administration centrale du ministère des sports"
"DECRET EXECUTIF n° 16-85 — portant organisation de l'administration centrale du ministère de la jeunesse et des sports","DECRET EXECUTIF n° 25-96 — portant organisation de l'administration centrale du ministère des sports"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-97 — fixant les attributions du ministre du commerce extérieur et de la promotion des exportations"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-98 — portant organisation de l'administration centrale du ministère du commerce extérieur et de la promotion des exportations"
"DECRET EXECUTIF n° 02-454 — portant organisation de l'administration centrale du ministère du commerce","DECRET EXECUTIF n° 25-98 — portant organisation de l'administration centrale du ministère du commerce extérieur et de la promotion des exportations"
"ORDONNANCE n° 66-155 — portant code de procédure pénale","DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive"
"LOI n° 05-01 — relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme","DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive"
"DECRET EXECUTIF n° 23-428 — relatif à la procédure de gel et/ou de saisie des fonds et des biens dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive","DECRET EXECUTIF n° 25-101 — Relatif à la procédure de gel et/ou de saisie des fonds dans le cadre de la prévention et de la lutte contre le financement du terrorisme et le financement de la prolifération des armes de destruction massive"
"LOI n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées"
"ORDONNANCE n° 66-155 — portant code de procédure pénale","DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées"
"ORDONNANCE n° 66-156 — portant code pénal","DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées"
"LOI n° 05-01 — relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme","DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées"
"DECRET EXECUTIF n° 23-431 — fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées","DECRET EXECUTIF n° 25-102 — Fixant la composition, l'organisation et le fonctionnement du comité de suivi des sanctions internationales ciblées"
"ORDONNANCE n° 66-155 — portant code de procédure pénale","DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent"
"ORDONNANCE n° 66-156 — portant code pénal","DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent"
"LOI n° 05-01 — relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme","DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent"
"LOI n° 08-09 — portant code de procédure civile et administrative","DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent"
"DECRET EXECUTIF n° 24-243 — fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent","DECRET EXECUTIF n° 25-103 — Fixant les modalités d'inscription et de radiation de la liste nationale des personnes et entités terroristes et les effets qui en découlent"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE — Fixant les modalités de rémunération des stagiaires experts-comptables, commissaires aux comptes et comptables"
"DECRET EXECUTIF n° 11-393 — fixant les conditions et modalités de déroulement du stage professionnel, d'accueil et de rémunération des stagiaires experts-comptables, commissaires aux comptes et comptables","ARRETE — Fixant les modalités de rémunération des stagiaires experts-comptables, commissaires aux comptes et comptables"
"DECRET EXECUTIF n° 97-51 — portant création, missions et organisation des services régionaux des finances et de l'équipement de la sûreté nationale","DECRET EXECUTIF n° 25-94 — modifiant et complétant le décret exécutif n° 97-51 portant création, missions et organisation des services régionaux des finances et de l'équipement de la sûreté nationale"
"ARRETE du 7 Rabie El Aouel 1443 — portant nomination du président et des membres de l'autorité de régulation du marché du tabac et des produits tabagiques","ARRETE n° 23 Chaâbane 1446 — portant nomination du président et des membres de l'autorité de régulation du marché du tabac et des produits tabagiques"
"ARRETE INTERMINISTERIEL du 23 Ramadhan 1442 — fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes","ARRETE INTERMINISTERIEL n° 18 Chaâbane 1446 — complétant l'arrêté interministériel du 23 Ramadhan 1442 fixant les conditions et les modalités de transfert du portefeuille foncier, les superficies des périmètres, leurs délimitations ainsi que leurs coordonnées géographiques, à l'office de développement de l'agriculture industrielle en terres sahariennes"
"DECRET EXECUTIF n° 23-381 — fixant les attributions du ministre de l'environnement et des énergies renouvelables","DECRET EXECUTIF n° 25-104 — fixant les attributions du ministre de l'environnement et de la qualité de la vie"
"DECRET EXECUTIF n° 23-382 — portant organisation de l'administration centrale du ministère de l'environnement et des énergies renouvelables","DECRET EXECUTIF n° 25-105 — portant organisation de l'administration centrale du ministère de l'environnement et de la qualité de la vie"
"ARRETE — fixant la liste nominative des membres du comité sectoriel permanent de la recherche scientifique et du développement technologique relevant du ministère des affaires religieuses et des wakfs","ARRETE — fixant la liste nominative des membres du comité sectoriel permanent de la recherche scientifique et du développement technologique du ministère des affaires religieuses et des wakfs"
"ARRETE INTERMINISTERIEL — portant organisation interne du centre de recherche scientifique et technique sur les régions arides","ARRETE INTERMINISTERIEL — modifiant et complétant l'arrêté interministériel du 3 Rabie El Aouel 1434 correspondant au 15 janvier 2013 portant organisation interne du centre de recherche scientifique et technique sur les régions arides"
"ARRETE du 25 Rajab 1414 — relatif à la qualité et à la présentation des fruits et légumes frais destinés à la consommation","ARRETE du 28 Rabie El Aouel 1446 — portant adoption du règlement technique fixant les spécifications et les conditions de présentation des fruits et légumes frais destinés à la consommation humaine"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET PRESIDENTIEL n° 25-110 — modifiant le décret présidentiel n° 24-374 portant nomination des membres du Gouvernement"
"ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre des directions des travaux publics de wilayas","ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre des directions des travaux publics de wilayas"
"ARRETE — fixant les normes en matière de moyens humains, de locaux et d'équipements des services de médecine du travail","ARRETE — fixant les normes en matière de moyens humains, de locaux et d'équipements des services de médecine du travail"
"DECRET EXECUTIF n° 15-137 — fixant le montant des indemnités allouées au président et aux membres de l'autorité de régulation de l'audiovisuel","DECRET PRESIDENTIEL n° 25-130 — Fixant le statut et le mode de rémunération applicable au président, aux membres et au secrétaire général de l'autorité nationale indépendante de régulation de l'audiovisuel"
"ARRETE INTERMINISTERIEL du 12 septembre 2013 — portant placement en position d'activité auprès de l'Académie algérienne de la langue arabe de certains corps spécifiques relevant du ministère de l'enseignement supérieur et de la recherche scientifique","ARRETE INTERMINISTERIEL — Modifiant l'arrêté interministériel du 6 Dhou El Kaâda 1434 correspondant au 12 septembre 2013 portant placement en position d'activité auprès de l'Académie algérienne de la langue arabe de certains corps spécifiques relevant du ministère de l'enseignement supérieur et de la recherche scientifique"
"ARRETE du 19 mai 2022 — portant désignation des membres du conseil d'administration de l'office national de développement des élevages équins et camelins","ARRETE — Modifiant l'arrêté du 18 Chaoual 1443 correspondant au 19 mai 2022 portant désignation des membres du conseil d'administration de l'office national de développement des élevages équins et camelins"
"ARRETE du 20 juillet 2022 — fixant la liste nominative des membres du comité sectoriel chargé du contrôle de conformité de la situation comptable et financière des mutuelles sociales","ARRETE — Modifiant l'arrêté du 21 Dhou El Hidja 1443 correspondant au 20 juillet 2022 fixant la liste nominative des membres du comité sectoriel chargé du contrôle de conformité de la situation comptable et financière des mutuelles sociales"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-115 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la Présidence de la République"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-116 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre d'Etat, ministre des affaires étrangères, de la communauté nationale à l'étranger et des affaires africaines"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-117 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-118 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des finances"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-119 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des moudjahidine et des ayants droit"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-120 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre de l'hydraulique"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-121 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des transports"
"ORDONNANCE n° 70-86 — portant code de la nationalité algérienne","DECRET PRESIDENTIEL du 23 Chaoual 1446 — portant acquisition de la nationalité algérienne"
"DECRET PRESIDENTIEL n° 20-435 — précisant les attributions, l'organisation et le fonctionnement de l'agence nationale de sécurité sanitaire","ARRETE du 18 Chaoual 1446 — portant nomination du président et des membres du comité d'éthique et de déontologie de l'agence nationale de sécurité sanitaire"
"DECRET EXECUTIF n° 93-186 — déterminant les modalités d'application de la loi n° 91-11","ARRETE du 9 Ramadhan 1446 — fixant la liste nationale des personnes habilitées à effectuer l'enquête préalable, en vue de l'affirmation de l'utilité publique dans le cadre des opérations d'expropriation pour cause d'utilité publique, au titre de l'année 2025"
"LOI n° 91-11 — fixant les règles relatives à l'expropriation pour cause d'utilité publique","ARRETE du 9 Ramadhan 1446 — fixant la liste nationale des personnes habilitées à effectuer l'enquête préalable, en vue de l'affirmation de l'utilité publique dans le cadre des opérations d'expropriation pour cause d'utilité publique, au titre de l'année 2025"
"ARRETE du 5 Chaâbane 1443 — portant désignation des membres du conseil d'orientation du parc national de Belezma, wilaya de Batna","ARRETE du 10 Joumada Ethania 1446 — modifiant l'arrêté du 5 Chaâbane 1443 correspondant au 8 mars 2022 portant désignation des membres du conseil d'orientation du parc national de Belezma, wilaya de Batna"
"ARRETE du 19 Rabie Ethani 1446 — portant désignation des membres du conseil d'orientation du parc national de Gouraya (wilaya de Béjaïa)","ARRETE du 21 Rajab 1446 — modifiant l'arrêté du 19 Rabie Ethani 1446 correspondant au 22 octobre 2024 portant désignation des membres du conseil d'orientation du parc national de Gouraya (wilaya de Béjaïa)"
"ARRETE du 17 Rabie El Aouel 1445 — portant nomination des membres du conseil d'administration de l'office national interprofessionnel du lait et des produits laitiers","ARRETE du 24 Chaâbane 1446 — modifiant l'arrêté du 17 Rabie El Aouel 1445 correspondant au 3 octobre 2023 portant nomination des membres du conseil d'administration de l'office national interprofessionnel du lait et des produits laitiers"
"ARRETE du 6 Dhou El Kaâda 1443 — portant nomination des membres du conseil d'administration de la chambre nationale d'agriculture","ARRETE du 26 Chaâbane 1446 — modifiant l'arrêté du 6 Dhou El Kaâda 1443 correspondant au 6 juin 2022 portant nomination des membres du conseil d'administration de la chambre nationale d'agriculture"
"ARRETE du 25 Rabie El Aouel 1446 — portant désignation des membres du conseil d'orientation de l'agence nationale pour la conservation de la nature","ARRETE du 27 Chaâbane 1446 — modifiant l'arrêté du 25 Rabie El Aouel 1446 correspondant au 29 septembre 2024 portant désignation des membres du conseil d'orientation de l'agence nationale pour la conservation de la nature"
"DECRET EXECUTIF n° 19-196 — portant création d'un comité national de prévention et de lutte contre les maladies à transmission hydrique et fixant ses missions, son organisation et son fonctionnement","DECRET EXECUTIF n° 25-150 — modifiant et complétant le décret exécutif n° 19-196 du 7 Dhou El Kaâda 1440 correspondant au 10 juillet 2019 portant création d'un comité national de prévention et de lutte contre les maladies à transmission hydrique et fixant ses missions, son organisation et son fonctionnement."
"ARRETE — portant classement des postes supérieurs des établissements publics sous tutelle du ministère de l'hydraulique, de l'environnement et des forêts","ARRETE — fixant la classification des parcs nationaux relevant du ministère chargé des forêts et les conditions d'accès aux postes supérieurs en relevant."
"ARRETE — portant nomination des membres du conseil d'administration de l'école nationale des forêts (E.NA.F)","ARRETE — modifiant l'arrêté du 18 Rabie El Aouel 1446 correspondant au 22 septembre 2024 portant nomination des membres du conseil d'administration de l'école nationale des forêts (E.NA.F)."
"ARRETE — portant nomination des membres du conseil d'orientation de l'agence nationale des changements climatiques","ARRETE — modifiant l'arrêté du 21 Joumada El Oula 1445 correspondant au 5 décembre 2023 portant nomination des membres du conseil d'orientation de l'agence nationale des changements climatiques."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-153 — portant création d'un centre psychopédagogique pour enfants handicapés mentaux dans la commune de M'Chedallah, wilaya de Bouira"
"DECRET EXECUTIF n° 12-05 — portant statut-type des établissements d'éducation et d'enseignement spécialisés pour enfants handicapés","DECRET EXECUTIF n° 25-153 — portant création d'un centre psychopédagogique pour enfants handicapés mentaux dans la commune de M'Chedallah, wilaya de Bouira"
"DECRET EXECUTIF n° 13-430 — portant déclaration d'utilité publique l'opération d'extension de la première ligne du métro d'Alger, de Aïn Naâdja vers Baraki","DECRET EXECUTIF n° 25-154 — modifiant le plan du tracé prévu par le décret exécutif n° 13-430 du 15 Safar 1435 correspondant au 18 décembre 2013 portant déclaration d'utilité publique l'opération d'extension de la première ligne du métro d'Alger, de Aïn Naâdja vers Baraki"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-154 — modifiant le plan du tracé prévu par le décret exécutif n° 13-430 du 15 Safar 1435 correspondant au 18 décembre 2013 portant déclaration d'utilité publique l'opération d'extension de la première ligne du métro d'Alger, de Aïn Naâdja vers Baraki"
"LOI n° 84-09 — relative à l'organisation territoriale du pays","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"LOI n° 90-29 — relative à l'aménagement et l'urbanisme","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"LOI n° 90-30 — portant loi domaniale","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"LOI n° 03-03 — relative aux zones d'expansion et sites touristiques","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"LOI n° 03-10 — relative à la protection de l'environnement dans le cadre du développement durable","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"DECRET EXECUTIF n° 22-298 — fixant l'organisation et le fonctionnement de l'Agence algérienne de promotion de l'investissement","DECRET EXECUTIF n° 25-155 — portant délimitation, déclaration et classement de zones d'expansion et sites touristiques"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar"
"DECRET EXECUTIF n° 03-279 — fixant les missions et les règles particulières d'organisation et de fonctionnement de l'université","ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar"
"DECRET EXECUTIF n° 01-269 — portant création de l'université d'Adrar","ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar"
"DECRET EXECUTIF n° 12-293 — fixant les missions, l'organisation et le fonctionnement des services communs de recherche scientifique et technologique","ARRETE du 13 avril 2025 — portant création d'un service commun de recherche au sein de l'université d'Adrar"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE du 20 mai 2025 — fixant les modalités d'organisation et de fonctionnement de la commission chargée d'étudier et de se prononcer sur les demandes de bénéfice de l'allocation forfaitaire de solidarité"
"DECRET EXECUTIF n° 96-232 — portant création et fixant les statuts de l'agence de développement social","ARRETE du 20 mai 2025 — fixant les modalités d'organisation et de fonctionnement de la commission chargée d'étudier et de se prononcer sur les demandes de bénéfice de l'allocation forfaitaire de solidarité"
"ARRETE du 14 janvier 2024 — portant désignation des membres du conseil d'administration de l'institut national de la prévention des risques professionnels","ARRETE du 20 mai 2025 — modifiant l'arrêté du 2 Rajab 1445 correspondant au 14 janvier 2024 portant désignation des membres du conseil d'administration de l'institut national de la prévention des risques professionnels"
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE du 15 mai 2025 — portant mise à jour du contenu de la liste des activités individualisées relatives à l'auto-entrepreneur"
"DECRET EXECUTIF n° 23-196 — fixant l'organisation et le fonctionnement de l'agence nationale de l'auto-entrepreneur","ARRETE du 15 mai 2025 — portant mise à jour du contenu de la liste des activités individualisées relatives à l'auto-entrepreneur"
"ARRETE du 15 décembre 2024 — portant désignation des membres du conseil scientifique et technique de l'établissement national de promotion et gestion des structures d'appui aux start-up","ARRETE du 25 mai 2025 — modifiant l'arrêté du 13 Joumada Ethania 1446 correspondant au 15 décembre 2024 portant désignation des membres du conseil scientifique et technique de l'établissement national de promotion et gestion des structures d'appui aux start-up"
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-156 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition du ministre des sports."
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-157 — portant transfert de crédits, au titre du budget de l'Etat, mis à la disposition de la ministre de la solidarité nationale, de la famille et de la condition de la femme."
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-158 — portant révision de la répartition des autorisations d'engagement et des crédits de paiement, ouverts au titre du budget de l'Etat, par la loi de finances pour 2025, mis à la disposition de l'ex-ministre de l'industrie et de la production pharmaceutique."
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET PRESIDENTIEL n° 25-159 — autorisant la souscription de l'Algérie au capital de la nouvelle banque de développement, au titre de son adhésion à cette institution."
"DECRET PRESIDENTIEL n° 05-85 — fixant le régime indemnitaire applicable aux membres du Haut Conseil Islamique","DECRET PRESIDENTIEL n° 25-160 — fixant les indemnités des membres du Haut Conseil Islamique."
"LOI n° 88-01 — portant loi d'orientation sur les entreprises publiques économiques","DECRET PRESIDENTIEL n° 25-162 — portant dissolution du centre national de l'industrie cinématographique et transfert de ses biens, droits, obligations et personnels au centre algérien de développement du cinéma."
"LOI n° 90-30 — portant loi domaniale","DECRET PRESIDENTIEL n° 25-162 — portant dissolution du centre national de l'industrie cinématographique et transfert de ses biens, droits, obligations et personnels au centre algérien de développement du cinéma."
"DECRET PRESIDENTIEL n° 21-412 — portant création du centre national de l'industrie cinématographique","DECRET PRESIDENTIEL n° 25-162 — portant dissolution du centre national de l'industrie cinématographique et transfert de ses biens, droits, obligations et personnels au centre algérien de développement du cinéma."
"DECRET PRESIDENTIEL n° 20-39 — relatif à la nomination aux emplois civils et militaires de l'Etat","DECRET PRESIDENTIEL n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle."
"LOI ORGANIQUE n° 18-15 — relative aux lois de finances","DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma."
"ORDONNANCE n° 95-20 — relative à la Cour des comptes","DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma."
"DECRET EXECUTIF n° 10-227 — portant création, organisation et fonctionnement du centre algérien de développement du cinéma","DECRET EXECUTIF n° 25-161 — portant réorganisation du centre algérien de développement du cinéma."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE — fixant les modalités d'émission des Sukuk Souverains par le Trésor public."
"DECRET PRESIDENTIEL n° 24-374 — portant nomination des membres du Gouvernement","ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers."
"ORDONNANCE n° 66-156 — portant code pénal","ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers."
"ORDONNANCE n° 75-59 — portant code de commerce","ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers."
"LOI n° 05-01 — relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme","ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers."
"LOI n° 06-01 — relative à la prévention et à la lutte contre la corruption","ARRETE — portant mise en place du règlement de prévention et de lutte contre le blanchiment d'argent, le financement du terrorisme et le financement de la prolifération des armes de destruction massive à l'égard des agents immobiliers."
"DECRET EXECUTIF n° 12-201 — portant création, organisation et fonctionnement de l'établissement hospitalier de la sûreté nationale « Les glycines »","DECRET EXECUTIF n° 25-163 — complétant le décret exécutif n° 12-201 portant création, organisation et fonctionnement de l'établissement hospitalier de la sûreté nationale « Les glycines »"
